date,code,open,high,low,close,preclose,volume,amount,pctChg,振幅
2018-03-21,sh.000300,4097.024,4110.115,4046.24,4061.05,4077.704,9760948736,139330412544.0,-0.4084,1.5664
2018-03-22,sh.000300,4062.066,4072.377,4003.721,4020.349,4061.05,8909526016,127664336896.0,-1.0022,1.6906
2018-03-23,sh.000300,3896.735,3928.511,3834.937,3904.935,4020.349,18008044800,218905030656.0,-2.8707,2.3275
2018-03-26,sh.000300,3862.694,3883.901,3829.915,3879.893,3904.935,11513912832,156604526592.0,-0.6413,1.3825
2018-03-27,sh.000300,3927.492,3936.778,3881.872,3913.268,3879.893,11370071040,162291548160.0,0.8602,1.4151
2018-03-28,sh.000300,3865.045,3907.281,3835.882,3842.715,3913.268,10149490688,155848949760.0,-1.8029,1.8245
2018-03-29,sh.000300,3854.591,3913.957,3794.261,3894.049,3842.715,11662906624,164996784128.0,1.3359,3.1149
2018-03-30,sh.000300,3893.746,3915.347,3879.212,3898.497,3894.049,9751227136,137959280640.0,0.1142,0.928
2018-04-02,sh.000300,3897.005,3937.018,3882.885,3886.918,3898.497,11124266496,159356080128.0,-0.297,1.3886
2018-04-03,sh.000300,3850.154,3878.15,3839.933,3862.479,3886.918,9513736960,132049936384.0,-0.6287,0.9832
2018-04-04,sh.000300,3873.626,3898.612,3852.495,3854.862,3862.479,8873060864,131593068544.0,-0.1972,1.194
2018-04-09,sh.000300,3851.954,3870.673,3827.413,3852.929,3854.862,8410546176,118167273472.0,-0.0501,1.1222
2018-04-10,sh.000300,3860.722,3927.424,3851.795,3927.172,3852.929,10617372160,137941299200.0,1.9269,1.9629
2018-04-11,sh.000300,3934.169,3958.707,3924.96,3938.343,3927.172,11193302016,139989291008.0,0.2845,0.8593
2018-04-12,sh.000300,3935.673,3937.783,3896.178,3898.635,3938.343,8269948928,108075565056.0,-1.0082,1.0564
2018-04-13,sh.000300,3920.737,3929.952,3866.186,3871.144,3898.635,7154420224,98921828352.0,-0.7051,1.6356
2018-04-16,sh.000300,3862.473,3869.156,3789.612,3808.863,3871.144,9921776896,131566866432.0,-1.6089,2.0548
2018-04-17,sh.000300,3812.874,3822.626,3745.444,3748.641,3808.863,9061079040,126518751232.0,-1.5811,2.0264
2018-04-18,sh.000300,3785.305,3789.659,3708.106,3766.282,3748.641,10667670528,143077675008.0,0.4706,2.1755
2018-04-19,sh.000300,3774.784,3824.032,3767.797,3811.843,3766.282,9905405952,127520120832.0,1.2097,1.4931
2018-04-20,sh.000300,3801.207,3815.444,3750.103,3760.854,3811.843,9928292608,123550662656.0,-1.3376,1.7142
2018-04-23,sh.000300,3754.689,3787.395,3735.184,3766.325,3760.854,9035629056,111763030016.0,0.1455,1.3883
2018-04-24,sh.000300,3769.878,3854.429,3769.878,3843.488,3766.325,11421952512,145700511744.0,2.0488,2.2449
2018-04-25,sh.000300,3824.592,3838.692,3817.032,3828.701,3843.488,7817261312,105750450176.0,-0.3847,0.5636
2018-04-26,sh.000300,3823.392,3828.712,3744.885,3755.494,3828.701,8715064064,125772304384.0,-1.9121,2.1894
2018-04-27,sh.000300,3771.036,3776.975,3714.644,3756.876,3755.494,8953172736,142113628160.0,0.0368,1.6597
2018-05-02,sh.000300,3769.925,3787.302,3744.547,3763.646,3756.876,8330103552,120083484672.0,0.1802,1.138
2018-05-03,sh.000300,3756.165,3797.526,3732.371,3793.0,3763.646,9396111872,122740170752.0,0.7799,1.7312
2018-05-04,sh.000300,3784.316,3801.524,3770.938,3774.598,3793.0,7155428864,98315255808.0,-0.4852,0.8064
2018-05-07,sh.000300,3782.54,3834.587,3776.029,3834.187,3774.598,8728619520,126354800640.0,1.5787,1.5514
2018-05-08,sh.000300,3834.614,3892.073,3833.729,3878.676,3834.187,9421515776,135445864448.0,1.1603,1.5217
2018-05-09,sh.000300,3876.129,3878.938,3855.739,3871.615,3878.676,6671296512,92322897920.0,-0.182,0.5981
2018-05-10,sh.000300,3882.835,3894.49,3867.308,3893.056,3871.615,7066780928,103255142400.0,0.5538,0.7021
2018-05-11,sh.000300,3902.148,3903.337,3871.952,3872.838,3893.056,7335660288,107715457024.0,-0.5193,0.8062
2018-05-14,sh.000300,3886.873,3919.299,3886.873,3909.293,3872.838,8197600000,122520047616.0,0.9413,0.8373
2018-05-15,sh.000300,3920.139,3924.342,3892.919,3924.097,3909.293,7604955392,106091905024.0,0.3787,0.8038
2018-05-16,sh.000300,3909.818,3923.343,3889.187,3892.844,3924.097,7191364608,106533928960.0,-0.7964,0.8704
2018-05-17,sh.000300,3895.489,3899.513,3858.852,3864.05,3892.844,5903012352,87104163840.0,-0.7397,1.0445
2018-05-18,sh.000300,3860.164,3903.063,3841.896,3903.063,3864.05,7261395712,96823853056.0,1.0096,1.583
2018-05-21,sh.000300,3925.539,3937.46,3913.604,3921.242,3903.063,9264173824,120528728064.0,0.4658,0.6112
2018-05-22,sh.000300,3918.815,3918.815,3881.169,3906.208,3921.242,7536877824,102883344384.0,-0.3834,0.9601
2018-05-23,sh.000300,3898.268,3898.268,3854.582,3854.582,3906.208,8372231936,110684504064.0,-1.3216,1.1184
2018-05-24,sh.000300,3853.291,3859.103,3823.923,3827.217,3854.582,6834502144,93408219136.0,-0.7099,0.9127
2018-05-25,sh.000300,3823.744,3841.124,3804.134,3816.498,3827.217,7083638528,95667544064.0,-0.2801,0.9665
2018-05-28,sh.000300,3816.264,3846.552,3799.32,3833.259,3816.498,7152113152,100001640448.0,0.4392,1.2376
2018-05-29,sh.000300,3824.19,3841.779,3800.674,3804.009,3833.259,8155266304,117288579072.0,-0.7631,1.0723
2018-05-30,sh.000300,3755.176,3767.887,3722.071,3723.372,3804.009,8791328512,115858976768.0,-2.1198,1.2044
2018-05-31,sh.000300,3749.295,3804.791,3742.528,3802.375,3723.372,9266689536,130545422336.0,2.1218,1.6722
2018-06-01,sh.000300,3789.671,3802.536,3753.839,3770.589,3802.375,7782181376,105934864384.0,-0.8359,1.2807
2018-06-04,sh.000300,3785.186,3813.406,3776.618,3807.578,3770.589,7662434048,115146469376.0,0.981,0.9757
2018-06-05,sh.000300,3811.285,3845.564,3800.925,3845.316,3807.578,7868736000,121261465600.0,0.9911,1.1724
2018-06-06,sh.000300,3839.683,3848.329,3830.895,3837.351,3845.316,7311723776,107142041600.0,-0.2071,0.4534
2018-06-07,sh.000300,3846.936,3859.847,3827.687,3831.012,3837.351,8025614592,112365711360.0,-0.1652,0.8381
2018-06-08,sh.000300,3819.447,3819.46,3759.271,3779.615,3831.012,8333733632,107818799104.0,-1.3416,1.5711
2018-06-11,sh.000300,3770.208,3792.548,3756.514,3779.981,3779.615,6870983424,105597923328.0,0.0097,0.9534
2018-06-12,sh.000300,3783.185,3830.471,3765.264,3825.953,3779.981,7320624384,116217139200.0,1.2162,1.7251
2018-06-13,sh.000300,3814.617,3817.452,3782.072,3788.339,3825.953,6637797120,97185497088.0,-0.9831,0.9247
2018-06-14,sh.000300,3774.639,3808.161,3759.248,3773.365,3788.339,6847132160,99234013184.0,-0.3953,1.2911
2018-06-15,sh.000300,3763.04,3780.336,3737.428,3753.433,3773.365,8548889344,109534900224.0,-0.5282,1.1371
2018-06-19,sh.000300,3702.668,3712.816,3583.02,3621.116,3753.433,16070654208,193848799232.0,-3.5252,3.4581
2018-06-20,sh.000300,3602.551,3649.335,3578.174,3635.443,3621.116,8671809792,112804814848.0,0.3957,1.9652
2018-06-21,sh.000300,3633.555,3673.562,3589.489,3592.965,3635.443,9390855168,115584147456.0,-1.1684,2.3126
2018-06-22,sh.000300,3567.893,3609.075,3542.456,3608.904,3592.965,7511786496,89687281664.0,0.4436,1.8542
2018-06-25,sh.000300,3625.798,3631.025,3559.034,3560.477,3608.904,7987707904,106690347008.0,-1.3419,1.9948
2018-06-26,sh.000300,3521.587,3541.782,3478.213,3531.111,3560.477,8498526976,108132167680.0,-0.8248,1.7854
2018-06-27,sh.000300,3525.132,3537.656,3441.785,3459.262,3531.111,8149181696,107628896256.0,-2.0347,2.715
2018-06-28,sh.000300,3434.944,3477.056,3416.947,3423.525,3459.262,7591805184,98570526720.0,-1.0331,1.7376
2018-06-29,sh.000300,3431.961,3512.383,3425.215,3510.984,3423.525,7725703168,97616367616.0,2.5546,2.5461
2018-07-02,sh.000300,3504.457,3506.899,3383.5,3407.963,3510.984,8435144960,107601539072.0,-2.9342,3.5147
2018-07-03,sh.000300,3410.476,3422.039,3319.288,3409.28,3407.963,9527869184,129898020864.0,0.0386,3.015
2018-07-04,sh.000300,3398.778,3418.331,3359.086,3363.747,3409.28,7515799808,93648560128.0,-1.3356,1.7378
2018-07-05,sh.000300,3365.554,3398.485,3330.711,3342.437,3363.747,8158798080,97544617984.0,-0.6335,2.0148
2018-07-06,sh.000300,3347.062,3396.245,3295.729,3365.122,3342.437,8609757952,109481943040.0,0.6787,3.0073
2018-07-09,sh.000300,3378.905,3459.315,3378.905,3459.183,3365.122,7660154624,100918861824.0,2.7952,2.3895
2018-07-10,sh.000300,3464.906,3474.139,3437.27,3467.515,3459.183,6954882304,90127446016.0,0.2409,1.0658
2018-07-11,sh.000300,3398.926,3427.57,3375.144,3407.529,3467.515,7204094976,89661505536.0,-1.7299,1.5119
2018-07-12,sh.000300,3403.33,3499.097,3403.33,3481.055,3407.529,9635356416,117805514752.0,2.1577,2.8105
2018-07-13,sh.000300,3488.496,3499.764,3474.912,3492.689,3481.055,7295589632,99800186880.0,0.3342,0.7139
2018-07-16,sh.000300,3488.967,3506.235,3459.731,3472.085,3492.689,6828199936,90754289664.0,-0.5899,1.3315
2018-07-17,sh.000300,3466.423,3467.185,3420.971,3449.377,3472.085,6198307584,85720563712.0,-0.654,1.331
2018-07-18,sh.000300,3456.606,3479.263,3430.156,3431.322,3449.377,6653032960,88556871680.0,-0.5234,1.4236
2018-07-19,sh.000300,3444.803,3466.505,3417.962,3428.343,3431.322,6847771648,88804909056.0,-0.0868,1.4147
2018-07-20,sh.000300,3426.455,3505.928,3398.953,3492.893,3428.343,10198472704,122196955136.0,1.8828,3.1203
2018-07-23,sh.000300,3471.855,3527.533,3464.647,3525.75,3492.893,11903662592,143960932352.0,0.9407,1.8004
2018-07-24,sh.000300,3530.664,3596.512,3530.664,3581.705,3525.75,15691243520,177448955904.0,1.587,1.8676
2018-07-25,sh.000300,3589.505,3589.984,3566.314,3577.752,3581.705,9675849984,112176693248.0,-0.1104,0.6609
2018-07-26,sh.000300,3583.317,3593.922,3528.644,3536.245,3577.752,9034964224,105577283584.0,-1.1601,1.8246
2018-07-27,sh.000300,3533.771,3545.405,3512.703,3521.226,3536.245,7017810432,81192173568.0,-0.4247,0.9248
2018-07-30,sh.000300,3520.853,3550.902,3489.549,3515.079,3521.226,8211699456,96183099392.0,-0.1746,1.7424
2018-07-31,sh.000300,3510.474,3528.154,3493.154,3517.656,3515.079,6798081792,80022151168.0,0.0733,0.9957
2018-08-01,sh.000300,3530.029,3543.606,3446.776,3447.388,3517.656,9034861824,107477213184.0,-1.9976,2.7527
2018-08-02,sh.000300,3434.351,3434.351,3322.096,3370.957,3447.388,10130872832,122401284096.0,-2.2171,3.2562
2018-08-03,sh.000300,3366.663,3381.341,3315.2,3315.283,3370.957,7079691008,91395985408.0,-1.6516,1.9621
2018-08-06,sh.000300,3312.815,3344.246,3257.685,3273.272,3315.283,7797508352,97517989888.0,-1.2672,2.611
2018-08-07,sh.000300,3284.978,3368.962,3263.498,3368.869,3273.272,9178391552,107512225792.0,2.9205,3.222
2018-08-08,sh.000300,3362.148,3368.16,3311.769,3314.507,3368.869,7928486400,90958913536.0,-1.6137,1.6739
2018-08-09,sh.000300,3303.476,3408.391,3299.615,3397.529,3314.507,9195757312,108802314240.0,2.5048,3.2818
2018-08-10,sh.000300,3398.413,3424.041,3380.573,3405.019,3397.529,6896729856,85634523136.0,0.2205,1.2794
2018-08-13,sh.000300,3369.981,3396.188,3336.695,3390.344,3405.019,7619153152,90869288960.0,-0.431,1.7472
2018-08-14,sh.000300,3386.483,3391.729,3356.614,3372.913,3390.344,6065144576,72121991168.0,-0.5141,1.0357
2018-08-15,sh.000300,3371.959,3372.136,3288.708,3291.976,3372.913,6817405440,83402194944.0,-2.3996,2.4735
2018-08-16,sh.000300,3251.855,3315.203,3231.556,3276.727,3291.976,7654736640,89269174272.0,-0.4632,2.5409
2018-08-17,sh.000300,3305.895,3311.572,3224.099,3229.619,3276.727,6739541248,84452454400.0,-1.4377,2.6695
2018-08-20,sh.000300,3238.215,3267.249,3209.011,3267.249,3229.619,7090422784,88963383296.0,1.1652,1.8032
2018-08-21,sh.000300,3271.84,3331.707,3270.03,3326.648,3267.249,7520558336,97925840896.0,1.818,1.8877
2018-08-22,sh.000300,3328.969,3328.969,3299.393,3307.954,3326.648,5078705664,66548536320.0,-0.5619,0.8891
2018-08-23,sh.000300,3308.458,3336.112,3285.814,3320.025,3307.954,6111233536,80212787200.0,0.3649,1.5205
2018-08-24,sh.000300,3308.477,3353.044,3291.865,3325.334,3320.025,6376589824,77197848576.0,0.1599,1.8427
2018-08-27,sh.000300,3339.389,3406.573,3339.264,3406.573,3325.334,9427008256,114960965632.0,2.443,2.0241
2018-08-28,sh.000300,3408.15,3416.592,3388.814,3400.17,3406.573,7544536320,94945951744.0,-0.188,0.8154
2018-08-29,sh.000300,3393.052,3398.713,3377.123,3386.573,3400.17,6702040320,79072301056.0,-0.3999,0.635
2018-08-30,sh.000300,3385.805,3402.562,3349.468,3351.094,3386.573,6838529024,80226054144.0,-1.0476,1.5678
2018-08-31,sh.000300,3333.38,3356.575,3310.872,3334.503,3351.094,7620562944,96091893760.0,-0.4951,1.3638
2018-09-03,sh.000300,3320.689,3325.607,3291.784,3321.824,3334.503,6642985472,81305681920.0,-0.3802,1.0143
2018-09-04,sh.000300,3324.186,3370.963,3307.958,3363.898,3321.824,6708880640,85892034560.0,1.2666,1.8967
2018-09-05,sh.000300,3349.698,3354.199,3298.141,3298.141,3363.898,6430188800,80656674816.0,-1.9548,1.6665
2018-09-06,sh.000300,3286.664,3311.497,3253.755,3262.88,3298.141,6230028800,79373139968.0,-1.0691,1.7507
2018-09-07,sh.000300,3273.89,3316.614,3253.725,3277.643,3262.88,6394740736,81263439872.0,0.4525,1.9274
2018-09-10,sh.000300,3271.381,3277.884,3227.848,3230.068,3277.643,6381705216,76175581184.0,-1.4515,1.5266
2018-09-11,sh.000300,3229.705,3245.617,3209.112,3224.211,3230.068,5849130496,67722118912.0,-0.1813,1.1302
2018-09-12,sh.000300,3216.991,3225.601,3194.978,3202.024,3224.211,5462789888,68887019520.0,-0.6881,0.9498
2018-09-13,sh.000300,3239.685,3249.593,3191.397,3236.566,3202.024,6729032704,85887963136.0,1.0788,1.8175
2018-09-14,sh.000300,3242.83,3254.104,3227.943,3242.09,3236.566,6013063936,76481212416.0,0.1707,0.8083
2018-09-17,sh.000300,3224.926,3230.787,3200.509,3204.922,3242.09,5225954816,60650940928.0,-1.1464,0.9339
2018-09-18,sh.000300,3193.642,3270.107,3193.642,3269.431,3204.922,7042503424,83899138048.0,2.0128,2.3859
2018-09-19,sh.000300,3261.997,3335.991,3258.309,3312.482,3269.431,8917066496,109395423232.0,1.3168,2.376
2018-09-20,sh.000300,3314.875,3332.309,3303.073,3310.125,3312.482,6456105728,76660846592.0,-0.0712,0.8826
2018-09-21,sh.000300,3320.695,3410.485,3307.767,3410.485,3310.125,10841600512,123573116928.0,3.0319,3.1031
2018-09-25,sh.000300,3375.971,3394.377,3367.025,3379.804,3410.485,6905469184,82870030336.0,-0.8996,0.802
2018-09-26,sh.000300,3388.557,3448.259,3383.235,3417.241,3379.804,9317334272,119113318400.0,1.1077,1.9239
2018-09-27,sh.000300,3415.953,3423.71,3394.732,3403.59,3417.241,6976524032,87573299200.0,-0.3995,0.848
2018-09-28,sh.000300,3409.959,3444.988,3404.697,3438.864,3403.59,8437775616,94880276480.0,1.0364,1.1838
2018-10-08,sh.000300,3361.559,3364.464,3285.253,3290.898,3438.864,9788898816,114164219904.0,-4.3028,2.3034
2018-10-09,sh.000300,3290.17,3309.797,3276.132,3288.69,3290.898,6672327424,78372941824.0,-0.0671,1.023
2018-10-10,sh.000300,3295.428,3315.731,3256.581,3281.597,3288.69,6449282816,79166808064.0,-0.2157,1.7986
2018-10-11,sh.000300,3179.54,3209.52,3099.04,3124.113,3281.597,12094134272,125723082752.0,-4.799,3.3667
2018-10-12,sh.000300,3123.371,3184.122,3094.965,3170.726,3124.113,9861115136,104423075840.0,1.492,2.8538
2018-10-15,sh.000300,3173.846,3183.129,3120.23,3126.451,3170.726,6960502272,77137698816.0,-1.3964,1.9837
2018-10-16,sh.000300,3128.576,3166.091,3089.366,3100.973,3126.451,6888772096,75206471680.0,-0.8149,2.4541
2018-10-17,sh.000300,3140.683,3149.134,3062.554,3118.246,3100.973,7683713792,86132695040.0,0.557,2.792
2018-10-18,sh.000300,3097.79,3097.79,3043.381,3044.391,3118.246,7377196800,79703732224.0,-2.3685,1.7449
2018-10-19,sh.000300,3017.748,3137.747,3009.498,3134.945,3044.391,9883968768,110951370752.0,2.9745,4.2126
2018-10-22,sh.000300,3159.561,3297.38,3159.561,3270.273,3134.945,14586204416,170651308032.0,4.3168,4.3962
2018-10-23,sh.000300,3273.127,3276.02,3163.57,3183.425,3270.273,12101324032,142589177856.0,-2.6557,3.4386
2018-10-24,sh.000300,3169.457,3245.397,3164.293,3188.201,3183.425,11090974464,120954388480.0,0.15,2.5477
2018-10-25,sh.000300,3107.84,3197.321,3099.888,3194.308,3188.201,10695181824,113291747328.0,0.1916,3.056
2018-10-26,sh.000300,3204.284,3218.102,3151.924,3173.635,3194.308,10129935360,106070368256.0,-0.6472,2.0717
2018-10-29,sh.000300,3157.487,3158.811,3062.58,3076.888,3173.635,9183979008,108479492096.0,-3.0485,3.0322
2018-10-30,sh.000300,3061.93,3146.627,3050.77,3110.26,3076.888,11607010048,131767103488.0,1.0846,3.1154
2018-10-31,sh.000300,3116.658,3168.918,3106.027,3153.823,3110.26,11120745472,117099696128.0,1.4006,2.022
2018-11-01,sh.000300,3185.202,3217.803,3173.099,3177.033,3153.823,13265337856,145919303680.0,0.7359,1.4175
2018-11-02,sh.000300,3258.609,3290.245,3222.435,3290.245,3177.033,15346610432,178340642816.0,3.5635,2.1344
2018-11-05,sh.000300,3269.469,3279.878,3230.363,3262.835,3290.245,10970668288,123630923776.0,-0.8331,1.5049
2018-11-06,sh.000300,3254.977,3254.977,3213.895,3243.15,3262.835,8386913792,91703898112.0,-0.6033,1.2591
2018-11-07,sh.000300,3243.877,3270.5,3218.421,3221.91,3243.15,9161552896,101814919168.0,-0.6549,1.6058
2018-11-08,sh.000300,3251.728,3253.573,3207.708,3212.773,3221.91,7641454080,85221666816.0,-0.2836,1.4235
2018-11-09,sh.000300,3193.303,3193.303,3166.31,3167.444,3212.773,8428276224,88194191360.0,-1.4109,0.8402
2018-11-12,sh.000300,3160.246,3206.512,3152.439,3205.14,3167.444,8806239232,97363050496.0,1.1901,1.7071
2018-11-13,sh.000300,3164.922,3254.768,3161.097,3237.382,3205.14,12649346304,125603045376.0,1.006,2.9225
2018-11-14,sh.000300,3233.64,3239.244,3200.228,3204.942,3237.382,11380865792,105386565632.0,-1.002,1.2052
2018-11-15,sh.000300,3201.281,3242.383,3198.781,3242.371,3204.942,9855880960,100119191552.0,1.1679,1.3605
2018-11-16,sh.000300,3242.879,3282.39,3223.721,3257.673,3242.371,12687683584,135379804160.0,0.4719,1.8094
2018-11-19,sh.000300,3258.791,3294.603,3251.066,3294.603,3257.673,11595659520,123188776960.0,1.1336,1.3364
2018-11-20,sh.000300,3268.076,3278.784,3213.683,3218.407,3294.603,10936115456,114155065344.0,-2.3128,1.976
2018-11-21,sh.000300,3187.102,3230.257,3185.239,3226.491,3218.407,8411972608,87813275648.0,0.2512,1.3988
2018-11-22,sh.000300,3232.973,3235.452,3199.698,3214.427,3226.491,6509829120,70083371008.0,-0.3739,1.1081
2018-11-23,sh.000300,3208.593,3212.195,3139.385,3143.475,3214.427,8463825408,86864945152.0,-2.2073,2.2651
2018-11-26,sh.000300,3148.672,3169.441,3131.636,3141.243,3143.475,5937914112,61899479552.0,-0.071,1.2026
2018-11-27,sh.000300,3152.774,3162.012,3126.289,3137.241,3141.243,5540783104,61946260992.0,-0.1274,1.1372
2018-11-28,sh.000300,3137.747,3179.41,3126.617,3178.932,3137.241,7488195584,77620551680.0,1.3289,1.6828
2018-11-29,sh.000300,3198.825,3204.856,3137.654,3137.654,3178.932,8049846528,86927613952.0,-1.2985,2.114
2018-11-30,sh.000300,3136.196,3175.154,3132.423,3172.69,3137.654,7092104448,77297696768.0,1.1166,1.3619
2018-12-03,sh.000300,3260.686,3273.639,3228.361,3260.95,3172.69,12148715776,145828417536.0,2.7819,1.4271
2018-12-04,sh.000300,3256.228,3267.94,3243.695,3267.709,3260.95,7941504000,90543599616.0,0.2073,0.7435
2018-12-05,sh.000300,3224.255,3266.903,3219.978,3252.004,3267.709,7615305216,90909093888.0,-0.4806,1.436
2018-12-06,sh.000300,3218.113,3223.521,3179.894,3181.673,3252.004,7632877056,95678881792.0,-2.1627,1.3415
2018-12-07,sh.000300,3187.491,3193.819,3176.706,3181.564,3181.673,5336192512,66323970560.0,-0.0034,0.5379
2018-12-10,sh.000300,3153.522,3170.152,3134.384,3144.763,3181.564,6343727360,73717202944.0,-1.1567,1.1242
2018-12-11,sh.000300,3148.225,3161.955,3143.607,3159.815,3144.763,5322387712,60014969856.0,0.4786,0.5834
2018-12-12,sh.000300,3181.566,3182.21,3160.278,3170.609,3159.815,5330991360,60536223488.0,0.3416,0.6941
2018-12-13,sh.000300,3178.891,3234.081,3169.423,3219.692,3170.609,9044275456,103375478784.0,1.5481,2.0393
2018-12-14,sh.000300,3207.348,3210.722,3165.91,3165.91,3219.692,8430125056,91576901632.0,-1.6704,1.3918
2018-12-17,sh.000300,3158.284,3167.512,3134.365,3161.196,3165.91,6649700608,77151490048.0,-0.1489,1.047
2018-12-18,sh.000300,3139.949,3165.001,3114.468,3128.426,3161.196,6382031872,72035450880.0,-1.0366,1.5985
2018-12-19,sh.000300,3133.741,3137.009,3086.757,3091.125,3128.426,5552229888,67872922368.0,-1.1923,1.6063
2018-12-20,sh.000300,3083.544,3097.72,3044.292,3067.416,3091.125,6974946304,78181425152.0,-0.767,1.7284
2018-12-21,sh.000300,3055.325,3057.4,3007.609,3029.395,3067.416,7675810048,84824064000.0,-1.2395,1.6232
2018-12-24,sh.000300,3015.497,3040.352,3007.329,3038.198,3029.395,5729961472,63880740608.0,0.2906,1.0901
2018-12-25,sh.000300,3006.878,3030.141,2964.875,3017.281,3038.198,7868942592,80413569024.0,-0.6885,2.1482
2018-12-26,sh.000300,3012.869,3029.06,2996.482,3002.032,3017.281,5564703232,58574969088.0,-0.5054,1.0797
2018-12-27,sh.000300,3042.949,3047.234,2990.505,2990.505,3002.032,8054178560,81159270400.0,-0.384,1.8897
2018-12-28,sh.000300,2994.795,3024.352,2984.817,3010.653,2990.505,7105377792,78145310720.0,0.6737,1.322
2019-01-02,sh.000300,3017.067,3018.775,2958.488,2969.535,3010.653,6866302208,76105572352.0,-1.3658,2.0025
2019-01-03,sh.000300,2963.018,3000.441,2953.254,2964.842,2969.535,7086710272,76664799232.0,-0.158,1.589
2019-01-04,sh.000300,2940.191,3036.814,2935.829,3035.874,2964.842,10331897088,107141038080.0,2.3958,3.4061
2019-01-07,sh.000300,3055.153,3061.749,3035.912,3054.303,3035.874,10116435968,105703940096.0,0.607,0.8511
2019-01-08,sh.000300,3049.874,3055.51,3038.533,3047.703,3054.303,8617058560,79628881920.0,-0.2161,0.5558
2019-01-09,sh.000300,3065.23,3117.961,3062.847,3078.475,3047.703,10736434944,117129678848.0,1.0097,1.8084
2019-01-10,sh.000300,3077.481,3092.541,3062.572,3072.686,3078.475,8527175680,90206871552.0,-0.188,0.9735
2019-01-11,sh.000300,3082.261,3102.833,3071.026,3094.778,3072.686,7178642432,77420240896.0,0.719,1.0352
2019-01-14,sh.000300,3092.498,3097.406,3064.382,3067.784,3094.778,6612170240,68115969024.0,-0.8722,1.0671
2019-01-15,sh.000300,3071.518,3129.37,3064.67,3127.99,3067.784,8877296128,99976892416.0,1.9625,2.109
2019-01-16,sh.000300,3126.134,3135.011,3117.292,3128.651,3127.99,8021434112,85781590016.0,0.0211,0.5665
2019-01-17,sh.000300,3132.628,3141.709,3110.06,3111.416,3128.651,8017487104,82888208384.0,-0.5509,1.0116
2019-01-18,sh.000300,3124.502,3171.686,3120.345,3168.173,3111.416,10396383488,106780659712.0,1.8242,1.6501
2019-01-21,sh.000300,3170.877,3199.213,3170.877,3185.636,3168.173,9391502336,105536987136.0,0.5512,0.8944
2019-01-22,sh.000300,3181.949,3181.949,3135.337,3143.317,3185.636,7299052800,78150877184.0,-1.3284,1.4632
2019-01-23,sh.000300,3136.096,3157.626,3131.867,3141.053,3143.317,5987047936,62669651968.0,-0.072,0.8195
2019-01-24,sh.000300,3146.604,3165.629,3125.3,3158.781,3141.053,7293463552,80963878912.0,0.5644,1.2839
2019-01-25,sh.000300,3165.181,3203.174,3164.408,3184.469,3158.781,8396772864,93207953408.0,0.8132,1.2272
2019-01-28,sh.000300,3203.118,3228.867,3174.724,3183.777,3184.469,8262243072,97371496448.0,-0.0217,1.7002
2019-01-29,sh.000300,3177.261,3200.989,3148.234,3193.969,3183.777,7765833472,85943910400.0,0.3201,1.657
2019-01-30,sh.000300,3181.655,3202.896,3167.893,3168.482,3193.969,6374651648,73005121536.0,-0.798,1.0959
2019-01-31,sh.000300,3182.698,3216.067,3178.01,3201.633,3168.482,8624783872,97509924864.0,1.0463,1.2011
2019-02-01,sh.000300,3225.733,3247.495,3207.716,3247.397,3201.633,8201964032,94766411776.0,1.4294,1.2425
2019-02-11,sh.000300,3239.807,3307.063,3239.807,3306.472,3247.397,9881843456,114752356352.0,1.8191,2.0711
2019-02-12,sh.000300,3306.352,3335.36,3298.633,3330.335,3306.472,12223246336,122834100224.0,0.7217,1.1108
2019-02-13,sh.000300,3337.779,3405.577,3329.143,3397.027,3330.335,16382833152,168866263040.0,2.0026,2.2951
2019-02-14,sh.000300,3392.854,3415.399,3381.982,3402.14,3397.027,15112729088,138649288704.0,0.1505,0.9837
2019-02-15,sh.000300,3391.242,3395.029,3335.87,3338.704,3402.14,14366860288,141555060736.0,-1.8646,1.7389
2019-02-18,sh.000300,3366.423,3445.744,3366.423,3445.744,3338.704,18288609024,180449742848.0,3.206,2.3758
2019-02-19,sh.000300,3454.721,3480.793,3419.073,3439.607,3445.744,17908378624,185762746368.0,-0.1781,1.7912
2019-02-20,sh.000300,3449.932,3463.773,3421.505,3451.927,3439.607,14739031040,145570263040.0,0.3582,1.2289
2019-02-21,sh.000300,3450.141,3500.251,3431.631,3442.705,3451.927,18014328832,185197154304.0,-0.2672,1.9879
2019-02-22,sh.000300,3439.378,3520.118,3417.978,3520.118,3442.705,18723797504,202869288960.0,2.2486,2.9669
2019-02-25,sh.000300,3575.852,3729.483,3574.688,3729.483,3520.118,34255712256,376382394368.0,5.9477,4.3974
2019-02-26,sh.000300,3734.705,3762.112,3679.27,3684.693,3729.483,35803869696,387632861184.0,-1.201,2.2213
2019-02-27,sh.000300,3682.811,3737.631,3638.333,3678.392,3684.693,28623600640,307306147840.0,-0.171,2.6949
2019-02-28,sh.000300,3675.264,3695.464,3650.053,3669.37,3678.392,18481021952,206010957824.0,-0.2453,1.2345
2019-03-01,sh.000300,3699.215,3749.714,3668.765,3749.714,3669.37,20471100416,235620622336.0,2.1896,2.2061
2019-03-04,sh.000300,3783.036,3886.579,3764.776,3794.104,3749.714,32349012736,376397283328.0,1.1838,3.2483
